Date,Open,High,Low,Close,Adj Close,Volume
2024-05-01 00:00:00,60672.01000000,60841.63000000,60078.52000000,60240.57000000,60240.57000000,1687.69405000
2024-05-01 01:00:00,60240.58000000,60408.29000000,59850.06000000,60133.78000000,60133.78000000,1900.93637000
2024-05-01 02:00:00,60133.79000000,60177.68000000,59590.00000000,59927.99000000,59927.99000000,2096.94562000
2024-05-01 03:00:00,59927.99000000,60317.88000000,59903.17000000,60246.03000000,60246.03000000,844.90119000
2024-05-01 04:00:00,60246.02000000,60361.09000000,60190.00000000,60283.99000000,60283.99000000,837.69201000
2024-05-01 05:00:00,60283.99000000,60334.76000000,59931.59000000,60050.00000000,60050.00000000,891.00474000
2024-05-01 06:00:00,60049.99000000,60113.24000000,59500.55000000,59529.94000000,59529.94000000,1347.11313000
2024-05-01 07:00:00,59529.94000000,59569.23000000,57100.00000000,57499.99000000,57499.99000000,12661.81057000
2024-05-01 08:00:00,57500.00000000,57596.63000000,56552.82000000,57169.69000000,57169.69000000,10517.34359000
2024-05-01 09:00:00,57169.70000000,57653.34000000,57042.00000000,57115.61000000,57115.61000000,3511.69138000
2024-05-01 10:00:00,57115.61000000,57770.00000000,56888.00000000,57768.68000000,57768.68000000,2656.85211000
2024-05-01 11:00:00,57768.68000000,57909.00000000,57455.58000000,57898.47000000,57898.47000000,1920.67432000
2024-05-01 12:00:00,57898.46000000,58275.87000000,57729.89000000,57969.98000000,57969.98000000,3130.89661000
2024-05-01 13:00:00,57969.99000000,57999.06000000,57223.29000000,57301.29000000,57301.29000000,2703.02650000
2024-05-01 14:00:00,57301.29000000,57586.20000000,57101.10000000,57482.00000000,57482.00000000,2591.82856000
2024-05-01 15:00:00,57482.01000000,57511.10000000,56674.51000000,56886.00000000,56886.00000000,3260.99612000
2024-05-01 16:00:00,56886.00000000,57456.92000000,56750.10000000,57043.99000000,57043.99000000,2281.24833000
2024-05-01 17:00:00,57044.00000000,57700.86000000,56625.09000000,57424.65000000,57424.65000000,2103.68747000
2024-05-01 18:00:00,57424.64000000,59468.00000000,57331.10000000,58913.99000000,58913.99000000,8929.48940000
2024-05-01 19:00:00,58913.98000000,59264.16000000,56897.27000000,56954.47000000,56954.47000000,7193.39968000
2024-05-01 20:00:00,56954.46000000,57531.10000000,56760.02000000,57361.70000000,57361.70000000,2355.81240000
2024-05-01 21:00:00,57361.71000000,58203.34000000,57257.99000000,57909.03000000,57909.03000000,1636.98304000
2024-05-01 22:00:00,57909.03000000,58209.72000000,57857.71000000,57880.58000000,57880.58000000,1333.61476000
2024-05-01 23:00:00,57880.58000000,58575.32000000,57828.00000000,58364.97000000,58364.97000000,2770.82628000
2024-05-02 00:00:00,58364.97000000,58610.55000000,57641.73000000,57767.29000000,57767.29000000,3568.72884000
2024-05-02 01:00:00,57767.30000000,57900.02000000,56911.84000000,57112.37000000,57112.37000000,5530.96245000
2024-05-02 02:00:00,57112.37000000,57641.04000000,57109.01000000,57463.87000000,57463.87000000,1214.12627000
2024-05-02 03:00:00,57463.88000000,57705.08000000,57377.32000000,57442.88000000,57442.88000000,898.19946000
2024-05-02 04:00:00,57442.88000000,57647.40000000,57301.11000000,57396.22000000,57396.22000000,740.64053000
2024-05-02 05:00:00,57396.23000000,57537.73000000,57202.49000000,57484.57000000,57484.57000000,1008.46239000
2024-05-02 06:00:00,57484.57000000,57725.98000000,57404.08000000,57628.56000000,57628.56000000,1076.56606000
