action,pair,amount,price,total_usdt,initial_usd,current_usd,profit
buy,DATA/BTC,4.189330292605926e-20,66116.31,2.492847542864917e-14,,,
buy,DATA/BTC,3.7652604598322996e-20,66206.51,2.2435627885784252e-14,,,
buy,DATA/BTC,3.3950217656319096e-20,66083.9,2.0192065097205827e-14,,,
buy,DATA/BTC,3.060053368481071e-20,65985.99,1.8172858587485245e-14,,,
buy,DATA/BTC,2.7572437706615094e-20,65909.51,1.635557272873672e-14,,,
buy,DATA/BTC,2.4790414620871088e-20,65975.39,1.472001545586305e-14,,,
buy,DATA/BTC,2.2366309711470427e-20,65813.34,1.3248013910276745e-14,,,
buy,DATA/BTC,2.0139272026092166e-20,65781.99,1.1923212519249071e-14,,,
buy,DATA/BTC,1.8076938675422126e-20,65958.14,1.0730891267324164e-14,,,
buy,DATA/BTC,1.6223867859066008e-20,66142.62,9.657802140591748e-15,,,
buy,DATA/BTC,1.456745351923545e-20,66297.12,8.692021926532574e-15,,,
buy,DATA/BTC,1.309735934354937e-20,66364.69,7.822819733879317e-15,,,
buy,DATA/BTC,1.182230577887157e-20,66170.0,7.040537760491385e-15,,,
buy,DATA/BTC,1.0586668283353068e-20,66503.81,6.336483984442246e-15,,,
buy,DATA/BTC,9.599132000013705e-21,66011.01,5.702835585998021e-15,,,
buy,DATA/BTC,8.597923090164287e-21,66328.06,5.132552027398219e-15,,,
buy,DATA/BTC,7.824167288983196e-21,65598.7,4.619296824658397e-15,,,
buy,DATA/BTC,7.018193142817203e-21,65818.89,4.157367142192557e-15,,,
buy,DATA/BTC,6.3807358120477625e-21,65154.98,3.741630427973302e-15,,,
buy,DATA/BTC,5.756797335138552e-21,64995.0,3.3674673851759715e-15,,,
buy,DATA/BTC,5.170998372714388e-21,65122.19,3.0307206466583745e-15,,,
buy,DATA/BTC,4.64928296364477e-21,65186.84,2.727648581992537e-15,,,
buy,DATA/BTC,4.1787737242489526e-21,65273.9,2.4548837237932833e-15,,,
buy,DATA/BTC,3.750090279555027e-21,65461.99,2.209395351413955e-15,,,
buy,DATA/BTC,3.3773002138124976e-21,65418.98,1.9884558162725596e-15,,,
buy,DATA/BTC,3.0481327741147144e-21,65235.21,1.7896102346453035e-15,,,
buy,DATA/BTC,2.731866507265911e-21,65508.7,1.6106492111807731e-15,,,
buy,DATA/BTC,2.4649965590898878e-21,65340.83,1.4495842900626957e-15,,,
buy,DATA/BTC,2.2169643196750005e-21,65386.0,1.3046258610564262e-15,,,
buy,DATA/BTC,1.9892280406010782e-21,65584.53,1.1741632749507835e-15,,,
buy,DATA/BTC,1.7939355305082986e-21,65451.81,1.056746947455705e-15,,,
buy,DATA/BTC,1.6084430872146328e-21,65699.99,9.510722527101347e-16,,,
buy,DATA/BTC,1.4419895043118954e-21,65955.56,8.559650274391212e-16,,,
buy,DATA/BTC,1.2893577507487112e-21,66386.93,7.703685246952091e-16,,,
buy,DATA/BTC,1.164648693337782e-21,66146.0,6.933316722256882e-16,,,
buy,DATA/BTC,1.0450488039850343e-21,66344.43,6.239985050031193e-16,,,
buy,DATA/BTC,9.383369846906636e-22,66500.47,5.615986545028073e-16,,,
buy,DATA/BTC,8.481058614174296e-22,66217.99,5.054387890525266e-16,,,
buy,DATA/BTC,7.614326867766385e-22,66379.97,4.548949101472739e-16,,,
buy,DATA/BTC,6.898198049607439e-22,65944.02,4.0940541913254653e-16,,,
buy,DATA/BTC,6.128211735932154e-22,66806.67,3.6846487721929187e-16,,,
buy,DATA/BTC,5.483508947146167e-22,67195.09,3.316183894973627e-16,,,
buy,DATA/BTC,4.954704758663719e-22,66930.0,2.984565505476264e-16,,,
buy,DATA/BTC,4.474442574164397e-22,66702.51,2.6861089549286375e-16,,,
buy,DATA/BTC,4.019798507809313e-22,66821.98,2.417498059435774e-16,,,
buy,DATA/BTC,3.6056234637843343e-22,67047.99,2.1757482534921967e-16,,,
buy,DATA/BTC,3.252725748979215e-22,66890.0,1.958173428142977e-16,,,
buy,DATA/BTC,2.930930504696523e-22,66810.64,1.7623560853286792e-16,,,
buy,DATA/BTC,2.6393797442755293e-22,66771.6,1.5861204767958113e-16,,,
buy,DATA/BTC,2.366496295052237e-22,67024.0,1.42750842911623e-16,,,
buy,DATA/BTC,2.134062636448364e-22,66891.59,1.284757586204607e-16,,,
buy,DATA/BTC,1.9181214959939633e-22,66979.99,1.1562818275841464e-16,,,
buy,DATA/BTC,1.7281706519999468e-22,66907.85,1.0406536448257317e-16,,,
buy,DATA/BTC,1.5544890763048564e-22,66945.06,9.365882803431585e-17,,,
buy,DATA/BTC,1.4003257604901028e-22,66883.6,8.429294523088426e-17,,,
buy,DATA/BTC,1.260837984926778e-22,66854.7,7.586365070779583e-17,,,
buy,DATA/BTC,1.1336463941781832e-22,66920.03,6.827728563701624e-17,,,
buy,DATA/BTC,1.0207854355728602e-22,66887.01,6.144955707331461e-17,,,
buy,DATA/BTC,9.167800464452716e-23,67027.59,5.5304601365983153e-17,,,
buy,DATA/BTC,8.239043076179356e-23,67125.03,4.977414122938484e-17,,,
buy,DATA/BTC,7.404419049802861e-23,67222.21,4.4796727106446353e-17,,,
buy,DATA/BTC,6.66709139336858e-23,67190.81,4.0317054395801715e-17,,,
buy,DATA/BTC,6.022145608225387e-23,66947.99,3.6285348956221546e-17,,,
buy,DATA/BTC,5.426805748129472e-23,66863.18,3.265681406059939e-17,,,
buy,DATA/BTC,4.889208655522005e-23,66793.66,2.9391132654539455e-17,,,
buy,DATA/BTC,4.3983142871076375e-23,66823.63,2.645201938908551e-17,,,
buy,DATA/BTC,3.954663341676938e-23,66888.17,2.3806817450176958e-17,,,
buy,DATA/BTC,3.5603494020889613e-23,66866.52,2.1426135705159263e-17,,,
buy,DATA/BTC,3.207680615057449e-23,66796.35,1.9283522134643336e-17,,,
buy,DATA/BTC,2.881896140764379e-23,66912.62,1.7355169921179004e-17,,,
buy,DATA/BTC,2.591716045854931e-23,66964.01,1.5619652929061104e-17,,,
buy,DATA/BTC,2.3348010014846354e-23,66899.29,1.4057687636154993e-17,,,
buy,DATA/BTC,2.1002939754011526e-23,66932.0,1.2651918872539494e-17,,,
buy,DATA/BTC,1.890739155309929e-23,66915.2,1.1386726985285544e-17,,,
buy,DATA/BTC,1.7018860023336355e-23,66906.52,1.0248054286756989e-17,,,
buy,DATA/BTC,1.5313888653253122e-23,66920.0,9.22324885808129e-18,,,
buy,DATA/BTC,1.37227039053992e-23,67211.6,8.300923972273161e-18,,,
buy,DATA/BTC,1.235804563969314e-23,67170.2,7.470831575045844e-18,,,
buy,DATA/BTC,1.1125298577588376e-23,67151.74,6.7237484175412595e-18,,,
buy,DATA/BTC,1.0020843385289852e-23,67097.63,6.0513735757871335e-18,,,
buy,DATA/BTC,9.028849916665672e-24,67022.64,5.44623621820842e-18,,,
buy,DATA/BTC,8.08953809078608e-24,67324.44,4.901612596387578e-18,,,
buy,DATA/BTC,7.298410655728972e-24,67160.0,4.41145133674882e-18,,,
buy,DATA/BTC,6.5666130992669105e-24,67180.01,3.970306203073938e-18,,,
buy,DATA/BTC,5.902045790209512e-24,67270.0,3.573275582766544e-18,,,
buy,DATA/BTC,5.3071068647792335e-24,67330.01,3.2159480244898895e-18,,,
buy,DATA/BTC,4.811917025543657e-24,66832.99,2.8943532220409005e-18,,,
buy,DATA/BTC,4.316709401509084e-24,67049.99,2.6049178998368105e-18,,,
buy,DATA/BTC,3.892119740372954e-24,66928.0,2.3444261098531293e-18,,,
buy,DATA/BTC,3.504904045056037e-24,66889.88,2.1099834988678166e-18,,,
buy,DATA/BTC,3.1651968120785706e-24,66662.0,1.898985148981035e-18,,,
buy,DATA/BTC,2.8462003362724845e-24,66720.01,1.7090866340829316e-18,,,
buy,DATA/BTC,2.566727606336104e-24,66586.21,1.5381779706746384e-18,,,
buy,DATA/BTC,2.3293723502095945e-24,66034.01,1.3843601736071745e-18,,,
buy,DATA/BTC,2.09231632550507e-24,66164.0,1.2459241562464571e-18,,,
buy,DATA/BTC,1.8797890106313476e-24,66280.0,1.1213317406218115e-18,,,
buy,DATA/BTC,1.689678636562736e-24,66363.61,1.0091985665596304e-18,,,
buy,DATA/BTC,1.5227669471582074e-24,66274.0,9.082787099036673e-19,,,
buy,DATA/BTC,1.366654900043872e-24,66459.99,8.174508389133006e-19,,,
buy,DATA/BTC,1.22887240442526e-24,66520.4,7.357057550219705e-19,,,
buy,DATA/BTC,1.1034369234403003e-24,66674.02,6.621351795197735e-19,,,
buy,DATA/BTC,9.930755066534827e-25,66675.21,5.959216615677961e-19,,,
buy,DATA/BTC,8.876806229116596e-25,67132.44,5.363294954110165e-19,,,
buy,DATA/BTC,7.988659132115838e-25,67136.36,4.826965458699148e-19,,,
buy,DATA/BTC,7.2684305554225165e-25,66410.01,4.3442689128292335e-19,,,
buy,DATA/BTC,6.5009489882615065e-25,66825.15,3.90984202154631e-19,,,
buy,DATA/BTC,5.856387519708155e-25,66762.01,3.518857819391679e-19,,,
buy,DATA/BTC,5.260348152834131e-25,66894.01,3.166972037452511e-19,,,
buy,DATA/BTC,4.719076199452408e-25,67110.0,2.8502748337072596e-19,,,
buy,DATA/BTC,4.254509843698798e-25,66994.2,2.565247350336534e-19,,,
buy,DATA/BTC,3.8323652755997245e-25,66936.4,2.3087226153028804e-19,,,
buy,DATA/BTC,3.4407202733933464e-25,67099.98,2.0778503537725923e-19,,,
buy,DATA/BTC,3.100991484005302e-25,67006.0,1.870065318395333e-19,,,
buy,DATA/BTC,2.773754551164837e-25,67420.0,1.6830587865557996e-19,,,
buy,DATA/BTC,2.4681878657326303e-25,68190.06,1.5147529079002195e-19,,,
buy,DATA/BTC,2.2167707224678917e-25,68331.51,1.3632776171101977e-19,,,
buy,DATA/BTC,1.9835718864338766e-25,68728.42,1.226949855399178e-19,,,
buy,DATA/BTC,1.7527855077131112e-25,70000.0,1.1042548698592601e-19,,,
buy,DATA/BTC,1.5888561564674472e-25,69499.99,9.93829382873334e-20,,,
buy,DATA/BTC,1.4255030750731292e-25,69717.8,8.944464445860006e-20,,,
buy,DATA/BTC,1.2852946512676906e-25,69590.77,8.050018001274006e-20,,,
buy,DATA/BTC,1.1267178211193205e-25,71446.62,7.245016201146605e-20,,,
buy,DATA/BTC,1.0159557564733002e-25,71312.32,6.520514581031945e-20,,,
buy,DATA/BTC,9.172201786344998e-26,71089.96,5.868463122928751e-20,,,
buy,DATA/BTC,8.23253291726235e-26,71283.81,5.281616810635876e-20,,,
buy,DATA/BTC,7.409260916281308e-26,71283.99,4.753455129572288e-20,,,
buy,DATA/BTC,6.703503679624764e-26,70910.01,4.278109616615059e-20,,,
buy,DATA/BTC,6.007748106568738e-26,71209.87,3.850298654953553e-20,,,
buy,DATA/BTC,5.407311965416045e-26,71205.41,3.4652687894581976e-20,,,
buy,DATA/BTC,4.889040495410017e-26,70878.3,3.1187419105123777e-20,,,
buy,DATA/BTC,4.3977966477701975e-26,70916.01,2.80686771946114e-20,,,
buy,DATA/BTC,3.953890588368816e-26,70990.02,2.5261809475150262e-20,,,
buy,DATA/BTC,3.555197735637806e-26,71055.99,2.2735628527635237e-20,,,
buy,DATA/BTC,3.196348731566883e-26,71130.0,2.0462065674871712e-20,,,
buy,DATA/BTC,2.867844224627321e-26,71349.99,1.8415859107384542e-20,,,
buy,DATA/BTC,2.6086293807608915e-26,70595.92,1.6574273196646086e-20,,,
buy,DATA/BTC,2.3605633749897045e-26,70213.21,1.4916845876981478e-20,,,
buy,DATA/BTC,2.1362575904709468e-26,69827.0,1.342516128928333e-20,,,
buy,DATA/BTC,1.92701865723269e-26,69668.04,1.2082645160354997e-20,,,
buy,DATA/BTC,1.7296243056863978e-26,69857.05,1.0874380644319498e-20,,,
buy,DATA/BTC,1.557270676408003e-26,69829.74,9.786942579887549e-21,,,
buy,DATA/BTC,1.4125427925454407e-26,69285.99,8.808248321898794e-21,,,
buy,DATA/BTC,1.2632478554790532e-26,69727.0,7.927423489708914e-21,,,
buy,DATA/BTC,1.1369108410509324e-26,69727.75,7.134681140738023e-21,,,
buy,DATA/BTC,1.0160148962469313e-26,70222.21,6.421213026664221e-21,,,
buy,DATA/BTC,9.153763334476941e-27,70148.34,5.7790917239977986e-21,,,
buy,DATA/BTC,8.241716662860523e-27,70120.0,5.2011825515980186e-21,,,
buy,DATA/BTC,7.413361500929979e-27,70159.57,4.681064296438217e-21,,,
buy,DATA/BTC,6.686947170469123e-27,70003.01,4.212957866794395e-21,,,
buy,DATA/BTC,6.022320786340838e-27,69955.72,3.791662080114955e-21,,,
buy,DATA/BTC,5.447792693179258e-27,69599.97,3.4124958721034594e-21,,,
buy,DATA/BTC,4.882099650324586e-27,69898.12,3.0712462848931135e-21,,,
buy,DATA/BTC,4.396659844196808e-27,69854.08,2.7641216564038023e-21,,,
buy,DATA/BTC,3.964887981644986e-27,69715.0,2.487709490763422e-21,,,
buy,DATA/BTC,3.553349881522254e-27,70010.26,2.23893854168708e-21,,,
buy,DATA/BTC,3.1990571762324242e-27,69987.45,2.015044687518372e-21,,,
buy,DATA/BTC,2.8708429797953725e-27,70190.0,1.813540218766535e-21,,,
buy,DATA/BTC,2.6005744206182545e-27,69736.14,1.6321861968898813e-21,,,
buy,DATA/BTC,2.343617553889705e-27,69643.88,1.4689675772008932e-21,,,
buy,DATA/BTC,2.1109835319544334e-27,69586.88,1.3220708194808039e-21,,,
buy,DATA/BTC,1.8855848194318415e-27,70114.63,1.1898637375327235e-21,,,
buy,DATA/BTC,1.6888066243045452e-27,70455.89,1.070877363779451e-21,,,
buy,DATA/BTC,1.5248175224864451e-27,70229.87,9.637896274015059e-22,,,
buy,DATA/BTC,1.3795320181426671e-27,69863.52,8.674106646613553e-22,,,
buy,DATA/BTC,1.2467346771111227e-27,69574.6,7.806695981952197e-22,,,
buy,DATA/BTC,1.121048030737499e-27,69637.48,7.026026383756978e-22,,,
buy,DATA/BTC,1.011783122633382e-27,69442.02,6.32342374538128e-22,,,
buy,DATA/BTC,9.098743377494384e-28,69497.77,5.691081370843152e-22,,,
buy,DATA/BTC,8.231090559566084e-28,69141.28,5.121973233758837e-22,,,
buy,DATA/BTC,7.405267502964345e-28,69166.62,4.609775910382954e-22,,,
buy,DATA/BTC,6.632789226881274e-28,69499.81,4.1487983193446588e-22,,,
buy,DATA/BTC,5.970941615837306e-28,69483.15,3.7339184874101926e-22,,,
buy,DATA/BTC,5.372092402884351e-28,69505.85,3.3605266386691735e-22,,,
buy,DATA/BTC,4.839040209677851e-28,69446.14,3.0244739748022563e-22,,,
buy,DATA/BTC,4.348632602159966e-28,69550.0,2.7220265773220305e-22,,,
buy,DATA/BTC,3.917774992263161e-28,69478.89,2.4498239195898274e-22,,,
buy,DATA/BTC,3.521815144016405e-28,69561.4,2.204841527630845e-22,,,
buy,DATA/BTC,3.161786139813828e-28,69734.05,1.9843573748677603e-22,,,
buy,DATA/BTC,2.847488318816141e-28,69687.99,1.7859216373809842e-22,,,
buy,DATA/BTC,2.564319556638963e-28,69645.05,1.6073294736428858e-22,,,
buy,DATA/BTC,2.3114663969064135e-28,69537.22,1.4465965262785973e-22,,,
buy,DATA/BTC,2.0670767387700813e-28,69982.72,1.3019368736507375e-22,,,
buy,DATA/BTC,1.8752188382077767e-28,69428.53,1.1717431862856637e-22,,,
buy,DATA/BTC,1.7222364265310522e-28,68036.14,1.0545688676570972e-22,,,
buy,DATA/BTC,1.5565909204602212e-28,67748.62,9.491119808913875e-23,,,
buy,DATA/BTC,1.394194900274513e-28,68075.99,8.542007828022487e-23,,,
buy,DATA/BTC,1.259459996777261e-28,67822.78,7.687807045220238e-23,,,
buy,DATA/BTC,1.13658963474909e-28,67639.25,6.919026340698214e-23,,,
buy,DATA/BTC,1.0266676371967456e-28,67393.05,6.227123706628393e-23,,,
buy,DATA/BTC,9.266555892767221e-29,67199.98,5.604411335965554e-23,,,
buy,DATA/BTC,8.265741085616785e-29,67802.89,5.0439702023689986e-23,,,
buy,DATA/BTC,7.418390897340864e-29,67992.78,4.5395731821320986e-23,,,
buy,DATA/BTC,6.706765046922368e-29,67686.48,4.085615863918889e-23,,,
buy,DATA/BTC,6.010940563655739e-29,67969.66,3.677054277527e-23,,,
buy,DATA/BTC,5.41922834912727e-29,67851.99,3.3093488497743e-23,,,
buy,DATA/BTC,4.88522388068246e-29,67742.01,2.97841396479687e-23,,,
buy,DATA/BTC,4.3814135682504787e-29,67978.38,2.680572568317183e-23,,,
buy,DATA/BTC,3.94829918167942e-29,67891.83,2.4125153114854646e-23,,,
buy,DATA/BTC,3.5631049748095097e-29,67708.23,2.171263780336918e-23,,,
buy,DATA/BTC,3.2262468097497756e-29,67299.99,1.9541374023032263e-23,,,
buy,DATA/BTC,2.921549942661851e-29,66887.01,1.7587236620729037e-23,,,
buy,DATA/BTC,2.6188657681799715e-29,67155.93,1.5828512958656134e-23,,,
buy,DATA/BTC,2.3557787798741537e-29,67190.15,1.424566166279052e-23,,,
buy,DATA/BTC,2.1143760747144566e-29,67375.25,1.2821095496511468e-23,,,
buy,DATA/BTC,1.9035549483539992e-29,67353.43,1.153898594686032e-23,,,
buy,DATA/BTC,1.713286703320018e-29,67350.0,1.0385087352174288e-23,,,
buy,DATA/BTC,1.5387594239404786e-29,67490.0,9.346578616956859e-24,,,
buy,DATA/BTC,1.39340785903701e-29,67077.12,8.411920755261174e-24,,,
buy,DATA/BTC,1.2394259563849932e-29,67869.49,7.570728679735056e-24,,,
buy,DATA/BTC,1.1080229650028782e-29,68326.46,6.813655811761551e-24,,,
buy,DATA/BTC,9.962312384656432e-30,68394.32,6.132290230585396e-24,,,
buy,DATA/BTC,8.897819833458741e-30,68919.02,5.5190612075268565e-24,,,
buy,DATA/BTC,8.002068723548421e-30,68970.43,4.9671550867741706e-24,,,
buy,DATA/BTC,7.186695590186483e-30,69115.98,4.470439578096753e-24,,,
buy,DATA/BTC,6.494243177061788e-30,68836.96,4.023395620287078e-24,,,
buy,DATA/BTC,5.841506772225093e-30,68875.99,3.62105605825837e-24,,,
buy,DATA/BTC,5.264081029043395e-30,68788.0,3.2589504524325327e-24,,,
buy,DATA/BTC,4.7541224330339546e-30,68549.99,2.9330554071892796e-24,,,
buy,DATA/BTC,4.2799033183132616e-30,68530.88,2.6397498664703516e-24,,,
buy,DATA/BTC,3.847277562154872e-30,68613.45,2.3757748798233164e-24,,,
buy,DATA/BTC,3.452297084687984e-30,68817.22,2.1381973918409848e-24,,,
buy,DATA/BTC,3.1097506725647357e-30,68757.84,1.9243776526568864e-24,,,
buy,DATA/BTC,2.797696122908281e-30,68784.37,1.7319398873911977e-24,,,
buy,DATA/BTC,2.520350700914936e-30,68718.21,1.5587458986520778e-24,,,
buy,DATA/BTC,2.2702258152802192e-30,68660.39,1.40287130878687e-24,,,
buy,DATA/BTC,2.0404234474841953e-30,68753.93,1.262584177908183e-24,,,
buy,DATA/BTC,1.8331080920238515e-30,68876.69,1.1363257601173646e-24,,,
buy,DATA/BTC,1.6445782180420813e-30,69095.27,1.0226931841056282e-24,,,
buy,DATA/BTC,1.4738761516481644e-30,69388.0,9.204238656950654e-25,,,
buy,DATA/BTC,1.3319269631160516e-30,69104.68,8.283814791255588e-25,,,
buy,DATA/BTC,1.198532559283849e-30,69116.31,7.455433312130029e-25,,,
buy,DATA/BTC,1.0800907472866421e-30,69025.99,6.709889980917026e-25,,,
buy,DATA/BTC,9.721427959078097e-31,69021.65,6.038900982825323e-25,,,
buy,DATA/BTC,8.760868729779887e-31,68930.39,5.435010884542791e-25,,,
buy,DATA/BTC,7.884070430128187e-31,68936.61,4.891509796088512e-25,,,
buy,DATA/BTC,7.08245735524865e-31,69065.15,4.402358816479661e-25,,,
buy,DATA/BTC,6.36057690798816e-31,69213.2,3.9621229348316945e-25,,,
buy,DATA/BTC,5.729310391205904e-31,69155.32,3.565910641348525e-25,,,
buy,DATA/BTC,5.160507440446491e-31,69100.0,3.2093195772136727e-25,,,
buy,DATA/BTC,4.6418355036181785e-31,69139.02,2.888387619492305e-25,,,
buy,DATA/BTC,4.178258093301095e-31,69128.99,2.5995488575430746e-25,,,
buy,DATA/BTC,3.7516638017402003e-31,69290.56,2.339593971788767e-25,,,
buy,DATA/BTC,3.383066738218077e-31,69156.01,2.1056345746098903e-25,,,
buy,DATA/BTC,3.0445210143251647e-31,69161.44,1.8950711171489012e-25,,,
buy,DATA/BTC,2.750306393168613e-31,68904.0,1.705564005434011e-25,,,
buy,DATA/BTC,2.4691973657005545e-31,69073.62,1.53500760489061e-25,,,
buy,DATA/BTC,2.225487614810467e-31,68973.99,1.3815068444015491e-25,,,
buy,DATA/BTC,1.9981415053250234e-31,69139.59,1.2433561599613942e-25,,,
buy,DATA/BTC,1.7992108313610788e-31,69105.64,1.1190205439652548e-25,,,
buy,DATA/BTC,1.6138130398967276e-31,69340.16,1.0071184895687292e-25,,,
buy,DATA/BTC,1.4562085449701928e-31,69160.32,9.064066406118564e-26,,,
buy,DATA/BTC,1.3119873141886343e-31,69086.54,8.157659765506707e-26,,,
buy,DATA/BTC,1.1784620739842574e-31,69222.93,7.341893788956036e-26,,,
buy,DATA/BTC,1.061966203319862e-31,69134.91,6.607704410060432e-26,,,
buy,DATA/BTC,9.577325667352529e-32,68993.21,5.946933969054389e-26,,,
buy,DATA/BTC,8.601771965974949e-32,69136.15,5.35224057214895e-26,,,
buy,DATA/BTC,7.724727690545833e-32,69287.11,4.817016514934055e-26,,,
buy,DATA/BTC,6.996598178964809e-32,68847.98,4.3353148634406497e-26,,,
buy,DATA/BTC,6.300541259939199e-32,68808.61,3.9017833770965847e-26,,,
buy,DATA/BTC,5.672999265604718e-32,68778.14,3.511605039386926e-26,,,
buy,DATA/BTC,5.104065964081367e-32,68800.15,3.1604445354482335e-26,,,
buy,DATA/BTC,4.5867672315891996e-32,68903.53,2.8444000819034104e-26,,,
buy,DATA/BTC,4.1390641732507823e-32,68720.85,2.5599600737130692e-26,,,
buy,DATA/BTC,3.7361851286903347e-32,68518.02,2.3039640663417622e-26,,,
buy,DATA/BTC,3.360507191206306e-32,68560.01,2.073567659707586e-26,,,
buy,DATA/BTC,3.026767163016325e-32,68507.67,1.8662108937368272e-26,,,
buy,DATA/ETH,6.488956438281307e-31,2875.98,1.6795898043631445e-26,,,
buy,DATA/ETH,5.802814376401461e-31,2894.44,1.51163082392683e-26,,,
buy,DATA/ETH,5.202832050412439e-31,2905.4,1.3604677415341472e-26,,,
buy,DATA/ETH,4.6639278077961855e-31,2917.0,1.2244209673807324e-26,,,
buy,DATA/ETH,4.237278579271925e-31,2889.64,1.1019788706426592e-26,,,
buy,DATA/ETH,3.792081454379419e-31,2906.0,9.917809835783932e-27,,,
buy,DATA/ETH,3.437167673710234e-31,2885.46,8.926028852205539e-27,,,
buy,DATA/ETH,3.087522951299045e-31,2891.0,8.033425966984984e-27,,,
buy,DATA/ETH,2.7493654744089447e-31,2921.92,7.230083370286486e-27,,,
buy,DATA/ETH,2.4180557351361474e-31,2990.04,6.507075033257837e-27,,,
buy,DATA/ETH,2.2238427344911525e-31,2926.05,5.856367529932053e-27,,,
buy,DATA/ETH,1.9911490309846503e-31,2941.2,5.270730776938848e-27,,,
buy,DATA/ETH,1.7758526876478598e-31,2968.0,4.743657699244963e-27,,,
sell,DATA/ETH,4.787084699422078e-31,2969.56,6.1652112232465456e-27,,,
sell,DATA/ETH,4.30837622947987e-31,2972.46,7.445858823954519e-27,,,
buy,DATA/ETH,2.5253810779214964e-31,2948.41,6.701272941559067e-27,,,
buy,DATA/ETH,2.3060047768449067e-31,2906.01,6.0311456474031604e-27,,,
buy,DATA/ETH,2.067450405151245e-31,2917.19,5.428031082662844e-27,,,
buy,DATA/ETH,1.8529877319337612e-31,2929.34,4.885227974396559e-27,,,
buy,DATA/ETH,1.6714205468716845e-31,2922.8,4.3967051769569035e-27,,,
buy,DATA/ETH,1.5077605586176175e-31,2916.05,3.957034659261213e-27,,,
buy,DATA/ETH,1.3576595962606236e-31,2914.6,3.561331193335092e-27,,,
buy,DATA/ETH,1.219124610037961e-31,2921.22,3.2051980740015825e-27,,,
buy,DATA/ETH,1.0895363634514863e-31,2941.8,2.8846782666014242e-27,,,
buy,DATA/ETH,9.790651063011392e-32,2946.36,2.5962104399412818e-27,,,
buy,DATA/ETH,8.754241686306866e-32,2965.66,2.3365893959471537e-27,,,
buy,DATA/ETH,7.800227658275817e-32,2995.54,2.1029304563524382e-27,,,
buy,DATA/ETH,7.050638388366023e-32,2982.61,1.8926374107171944e-27,,,
buy,DATA/ETH,6.381540935724575e-32,2965.8,1.703373669645475e-27,,,
buy,DATA/ETH,5.692618162404462e-32,2992.25,1.5330363026809275e-27,,,
buy,DATA/ETH,5.126937363488669e-32,2990.16,1.3797326724128347e-27,,,
buy,DATA/ETH,4.6278633657553423e-32,2981.36,1.2417594051715512e-27,,,
buy,DATA/ETH,4.1495580805796847e-32,2992.51,1.117583464654396e-27,,,
buy,DATA/ETH,3.7355135225664854e-32,2991.78,1.0058251181889563e-27,,,
buy,DATA/ETH,3.3529739255582247e-32,2999.8,9.052426063700606e-28,,,
buy,DATA/ETH,3.0316127754765073e-32,2986.01,8.147183457330545e-28,,,
buy,DATA/ETH,2.7189089425729925e-32,2996.49,7.33246511159749e-28,,,
buy,DATA/ETH,2.4462669810261162e-32,2997.41,6.599218600437741e-28,,,
buy,DATA/ETH,2.2099124973420117e-32,2986.19,5.939296740393967e-28,,,
buy,DATA/ETH,1.9906477880392705e-32,2983.6,5.34536706635457e-28,,,
buy,DATA/ETH,1.7776471043650197e-32,3006.99,4.810830359719113e-28,,,
buy,DATA/ETH,1.5971204869942178e-32,3012.19,4.3297473237472015e-28,,,
buy,DATA/ETH,1.438387358643519e-32,3010.14,3.8967725913724815e-28,,,
buy,DATA/ETH,1.2971946043184025e-32,3004.0,3.5070953322352333e-28,,,
buy,DATA/ETH,1.1701277971150424e-32,2997.19,3.15638579901171e-28,,,
buy,DATA/ETH,1.0584759269793564e-32,2982.01,2.8407472191105393e-28,,,
buy,DATA/ETH,9.568027009466284e-33,2969.0,2.5566724971994853e-28,,,
buy,DATA/ETH,8.602213569482575e-33,2972.11,2.301005247479537e-28,,,
buy,DATA/ETH,7.713211475863291e-33,2983.2,2.070904722731583e-28,,,
buy,DATA/ETH,6.970372778050504e-33,2971.01,1.8638142504584246e-28,,,
buy,DATA/ETH,6.25548080530032e-33,2979.49,1.6774328254125822e-28,,,
buy,DATA/ETH,5.52696153348462e-33,3035.0,1.509689542871324e-28,,,
buy,DATA/ETH,4.931933626929726e-33,3061.05,1.3587205885841917e-28,,,
buy,DATA/ETH,4.447516010043148e-33,3055.01,1.2228485297257726e-28,,,
buy,DATA/ETH,3.9760708098980744e-33,3075.52,1.1005636767531954e-28,,,
buy,DATA/ETH,3.587690993161436e-33,3067.61,9.905073090778758e-29,,,
sell,DATA/ETH,6.370841316001743e-31,3079.35,2.060855751550784e-27,,,
sell,DATA/ETH,5.733757184401569e-31,3069.2,3.8206605065873134e-27,,,
buy,DATA/ETH,1.2434981518651894e-31,3072.51,3.438594455928582e-27,,,
buy,DATA/ETH,1.104595406965195e-31,3112.99,3.0947350103357237e-27,,,
buy,DATA/ETH,9.951076417099065e-32,3109.95,2.785261509302151e-27,,,
buy,DATA/ETH,8.967358368648266e-32,3106.0,2.506735358371936e-27,,,
buy,DATA/ETH,8.079440723687271e-32,3102.61,2.2560618225347424e-27,,,
buy,DATA/ETH,7.237160719380825e-32,3117.33,2.030455640281268e-27,,,
buy,DATA/ETH,6.538867388296663e-32,3105.21,1.8274100762531413e-27,,,
buy,DATA/ETH,5.89336935507771e-32,3100.79,1.644669068627827e-27,,,
buy,DATA/ETH,5.284926313071425e-32,3112.0,1.4802021617650445e-27,,,
