Date,Open,High,Low,Close,Adj Close,Volume
2021-01-01 00:00:00,736.42000000,739.00000000,729.33000000,734.07000000,734.07000000,27932.69884000
2021-01-01 01:00:00,734.08000000,749.00000000,733.37000000,748.28000000,748.28000000,52336.18779000
2021-01-01 02:00:00,748.27000000,749.00000000,742.27000000,744.06000000,744.06000000,33019.50100000
2021-01-01 03:00:00,744.06000000,747.23000000,743.10000000,744.82000000,744.82000000,17604.80859000
2021-01-01 04:00:00,744.87000000,747.09000000,739.30000000,742.29000000,742.29000000,18794.15424000
2021-01-01 05:00:00,742.34000000,743.23000000,739.50000000,740.65000000,740.65000000,14948.26447000
2021-01-01 06:00:00,740.72000000,743.25000000,737.04000000,739.97000000,739.97000000,17106.99495000
2021-01-01 07:00:00,739.87000000,740.51000000,734.40000000,737.38000000,737.38000000,21624.68945000
2021-01-01 08:00:00,737.37000000,738.48000000,725.10000000,730.07000000,730.07000000,52992.04892000
2021-01-01 09:00:00,730.07000000,734.77000000,728.77000000,733.68000000,733.68000000,22836.46973000
2021-01-01 10:00:00,733.69000000,738.87000000,733.27000000,736.81000000,736.81000000,22895.59711000
2021-01-01 11:00:00,736.82000000,741.76000000,736.11000000,738.85000000,738.85000000,29384.09871000
2021-01-01 12:00:00,738.85000000,743.33000000,732.12000000,733.19000000,733.19000000,50190.47228000
2021-01-01 13:00:00,733.19000000,741.99000000,733.00000000,740.08000000,740.08000000,23543.56362000
2021-01-01 14:00:00,740.08000000,742.67000000,736.46000000,738.00000000,738.00000000,22098.37395000
2021-01-01 15:00:00,738.01000000,740.00000000,733.50000000,735.39000000,735.39000000,25671.61199000
2021-01-01 16:00:00,735.39000000,737.73000000,733.01000000,735.83000000,735.83000000,22249.34205000
2021-01-01 17:00:00,735.76000000,736.45000000,726.57000000,727.94000000,727.94000000,40914.26505000
2021-01-01 18:00:00,727.94000000,731.80000000,714.29000000,724.60000000,724.60000000,66427.75355000
2021-01-01 19:00:00,724.57000000,728.28000000,720.95000000,725.34000000,725.34000000,26866.35862000
2021-01-01 20:00:00,725.34000000,730.71000000,722.50000000,729.48000000,729.48000000,22422.29118000
2021-01-01 21:00:00,729.48000000,730.61000000,726.69000000,728.23000000,728.23000000,14582.15316000
2021-01-01 22:00:00,728.23000000,731.97000000,725.65000000,728.90000000,728.90000000,14614.20353000
2021-01-01 23:00:00,728.97000000,730.58000000,727.65000000,728.91000000,728.91000000,14058.19051000
2021-01-02 00:00:00,728.91000000,730.66000000,716.26000000,719.90000000,719.90000000,46190.17553000
2021-01-02 01:00:00,719.90000000,731.75000000,714.91000000,729.38000000,729.38000000,37985.46001000
2021-01-02 02:00:00,729.39000000,734.40000000,729.05000000,729.44000000,729.44000000,21870.25220000
2021-01-02 03:00:00,729.45000000,731.96000000,728.40000000,730.39000000,730.39000000,13138.56186000
2021-01-02 04:00:00,730.39000000,730.67000000,726.26000000,729.45000000,729.45000000,13117.64933000
2021-01-02 05:00:00,729.45000000,733.40000000,729.22000000,731.99000000,731.99000000,19342.91315000
2021-01-02 06:00:00,731.99000000,740.49000000,730.53000000,737.04000000,737.04000000,41590.31856000
2021-01-02 07:00:00,737.08000000,738.66000000,733.07000000,735.12000000,735.12000000,23887.39609000
2021-01-02 08:00:00,735.12000000,738.35000000,728.21000000,733.84000000,733.84000000,32631.45363000
2021-01-02 09:00:00,733.84000000,734.64000000,723.06000000,725.41000000,725.41000000,38970.42653000
2021-01-02 10:00:00,725.24000000,733.93000000,723.01000000,728.47000000,728.47000000,34642.76548000
2021-01-02 11:00:00,728.55000000,731.10000000,727.17000000,729.70000000,729.70000000,14020.08545000
2021-01-02 12:00:00,729.70000000,757.00000000,728.25000000,752.38000000,752.38000000,134011.47560000
2021-01-02 13:00:00,752.39000000,772.80000000,749.11000000,770.77000000,770.77000000,154115.10137000
