Date,Open,High,Low,Close,Adj Close,Volume
2024-01-15 00:00:00,41732.35000000,42060.92000000,41718.05000000,42045.30000000,42045.30000000,677.90385000
2024-01-15 00:15:00,42045.31000000,42178.00000000,42028.68000000,42170.00000000,42170.00000000,666.02039000
2024-01-15 00:30:00,42169.99000000,42353.94000000,42064.50000000,42349.28000000,42349.28000000,794.89986000
2024-01-15 00:45:00,42349.27000000,42353.94000000,42188.00000000,42279.75000000,42279.75000000,294.69873000
2024-01-15 01:00:00,42279.76000000,42333.90000000,42176.28000000,42198.00000000,42198.00000000,260.75588000
2024-01-15 01:15:00,42198.00000000,42287.61000000,42181.90000000,42232.60000000,42232.60000000,273.57307000
2024-01-15 01:30:00,42232.61000000,42398.73000000,42199.00000000,42366.04000000,42366.04000000,623.76353000
2024-01-15 01:45:00,42366.04000000,42392.62000000,42258.99000000,42275.18000000,42275.18000000,246.54792000
2024-01-15 02:00:00,42275.17000000,42357.53000000,42194.12000000,42329.98000000,42329.98000000,302.32012000
2024-01-15 02:15:00,42329.99000000,42363.76000000,42256.00000000,42301.10000000,42301.10000000,179.36407000
2024-01-15 02:30:00,42301.09000000,42360.00000000,42255.60000000,42320.00000000,42320.00000000,197.82903000
2024-01-15 02:45:00,42320.00000000,42411.62000000,42304.00000000,42399.72000000,42399.72000000,170.58222000
2024-01-15 03:00:00,42399.71000000,42481.10000000,42389.27000000,42436.01000000,42436.01000000,225.77722000
2024-01-15 03:15:00,42436.00000000,42640.00000000,42404.92000000,42617.85000000,42617.85000000,446.12510000
2024-01-15 03:30:00,42617.86000000,42636.00000000,42541.49000000,42556.96000000,42556.96000000,280.00267000
2024-01-15 03:45:00,42556.96000000,42580.00000000,42511.61000000,42565.99000000,42565.99000000,188.13405000
2024-01-15 04:00:00,42565.99000000,42634.00000000,42561.73000000,42621.11000000,42621.11000000,221.23517000
2024-01-15 04:15:00,42621.11000000,42621.11000000,42499.01000000,42573.16000000,42573.16000000,564.62316000
2024-01-15 04:30:00,42573.16000000,42630.58000000,42533.01000000,42535.09000000,42535.09000000,168.71828000
2024-01-15 04:45:00,42535.08000000,42597.46000000,42520.00000000,42591.77000000,42591.77000000,136.02774000
2024-01-15 05:00:00,42591.76000000,42824.68000000,42569.73000000,42791.10000000,42791.10000000,579.53148000
2024-01-15 05:15:00,42791.10000000,42791.10000000,42680.00000000,42680.01000000,42680.01000000,283.04552000
2024-01-15 05:30:00,42680.00000000,42709.72000000,42641.10000000,42643.78000000,42643.78000000,186.10993000
2024-01-15 05:45:00,42643.78000000,42756.56000000,42642.00000000,42739.85000000,42739.85000000,165.02840000
2024-01-15 06:00:00,42739.85000000,42774.00000000,42688.88000000,42738.48000000,42738.48000000,299.14030000
2024-01-15 06:15:00,42738.47000000,42797.06000000,42657.81000000,42684.03000000,42684.03000000,287.75319000
2024-01-15 06:30:00,42684.03000000,42726.97000000,42616.00000000,42639.34000000,42639.34000000,226.58141000
2024-01-15 06:45:00,42639.35000000,42691.09000000,42612.00000000,42651.10000000,42651.10000000,172.49145000
2024-01-15 07:00:00,42651.09000000,42686.00000000,42630.87000000,42685.99000000,42685.99000000,130.96508000
2024-01-15 07:15:00,42685.99000000,42688.00000000,42582.00000000,42599.99000000,42599.99000000,288.28285000
2024-01-15 07:30:00,42599.99000000,42625.00000000,42513.14000000,42624.29000000,42624.29000000,405.05300000
2024-01-15 07:45:00,42624.30000000,42764.00000000,42618.76000000,42714.78000000,42714.78000000,268.93043000
2024-01-15 08:00:00,42714.78000000,42748.00000000,42641.10000000,42675.84000000,42675.84000000,369.11200000
2024-01-15 08:15:00,42675.85000000,42749.47000000,42652.04000000,42663.69000000,42663.69000000,200.10349000
2024-01-15 08:30:00,42663.68000000,42775.00000000,42662.03000000,42704.77000000,42704.77000000,305.56334000
2024-01-15 08:45:00,42704.78000000,42748.00000000,42645.00000000,42680.44000000,42680.44000000,207.91315000
2024-01-15 09:00:00,42680.43000000,42688.23000000,42585.86000000,42674.49000000,42674.49000000,264.26907000
2024-01-15 09:15:00,42674.48000000,42695.49000000,42620.46000000,42685.62000000,42685.62000000,201.10408000
2024-01-15 09:30:00,42685.62000000,42701.10000000,42622.45000000,42666.11000000,42666.11000000,220.33839000
2024-01-15 09:45:00,42666.12000000,42762.11000000,42666.11000000,42750.88000000,42750.88000000,280.34378000
2024-01-15 10:00:00,42750.89000000,42761.10000000,42679.32000000,42679.33000000,42679.33000000,194.01496000
